airport_code,city_code,airport_name_en,airport_name_ar,airport_name_hi,address,phone,email,website
UPK,KUS,Upernavik Kujalleq Heliport,"","",,,
UPN,UPN,Licenciado Y General Ignacio Lopez Rayon Airport,"","",,,
URA,URA,Uralsk Airport,"","",,,
URC,URC,Oer 1-4 Mqi Diwopu International Airport,"","",,,
URE,"","","","","","",""
URG,URG,Rubem Berta Airport,"","",,,
URJ,URJ,Uray Airport,"","",,,
URS,URS,Kursk East Airport,"","",,,
URT,URT,Surat Thani Airport,"","",,,
URY,URY,Guriat Domestic Airport,"","",,,
USH,USH,Malvinas Argentinas Airport,"","",,,
USK,USK,Usinsk Airport,"","",,,
USM,USM,Samui Airport,"","",11/85 مو 4، صوا كارالا، بانجراك، بوفت، كوه ساموي، 84320، تايلاند,(+66) 77 484 897,NA
USN,USN,Ulsan Airport,"","",1103، سانيوم رو، بوك غو، أولسان، كوريا الجنوبية,(+82) 1661-2626,NA
USQ,"","","","","","",""
USR,"","","","","","",""
UST,"","","","","","",""
USU,USU,Francisco B Reyes Airport,"","",,,
UTH,UTH,Udon Thani Airport,"","",,,
UTN,UTN,Pierre Van Ryneveld Airport,"","",,,
UTO,"","","","","","",""
UTP,UTP,U-tapao International Airport,"","",,,
UTT,UTT,Mthatha Airport,"","",مطار ماتانزيما كي. دي.,NA,NA
UUD,UUD,Ulan-ude Airport Mukhino,"","",,,
UUS,UUS,Yuzhno-sakhalinsk Airport,"","",,,
UVE,UVE,Ouvca Airport,"","",,,
UVF,SLU,Hewanorra International Airport,"","",سانت لوسيا,(+1758)-457-6100,NA
UYL,UYL,Nyala Airport,"","",,,
UYN,UYN,Yulin Airport,"","",,,
UYU,"","","","","","",""
VAA,VAA,Vaasa Airport,"","",فاسان لينتويزيما، 65380 فاسا، فنلندا,(+358) 20 7086130,NA
VAG,"","","","","","",""
VAI,RAB,Vanimo Airport,"","",,,
VAK,VAK,Chevak Airport,"","",,,
VAM,KDM,Villa Airport,"","",,,
VAN,"","","","","","",""
VAO,VAO,Suavanao Airport,"","",,,
VAR,VAR,Varna Airport,"","",9000 فارنا، بلغاريا,(+359) 52 573 323,"Dimitar.Kostadinov@fraport-bulgaria.com, Martin.Dimitrov@varna-airport.com"
VAS,"","","","","","",""
VAV,"","","","","","",""
VAW,"","","","","","",""
VBA,"","","","","","",""
VBP,"","","","","","",""
VBS,"","","","","","",""
VBV,VBV,Vanua Balavu Airport,"","",,,
VBY,VBY,Visby Airport,"","",مطار فيسبي، 621 41 فيسبي، السويد,(+46)-(0)10-109 52 00,info@visbyairport.se
VCA,VCA,Tr Nc Airport,"","",,,
VCE,VCE,Venice Marco Polo Airport,"","",فيا غاليلو غاليلي، 30/1، البندقية، إيطاليا,(+39) 041 2606260,NA
VCL,VCL,Chu Lai International Airport,"","",,,
VCP,SAO,Viracopos International Airport,"","",طريق سانتوس دومون السريع، كم 66، باركيه فيراكاب، كامبيناس - ساو باولو، 13052-901، البرازيل,(+55) 19 3725-5000,tarifadoresvcp@viracopos.com
VCS,VCS,Co Ong Airport,"","",,,
VCT,VCT,Victoria Regional Airport,"","",609 طريق فوستر فيلد، فيكتوريا، تكساس 77904، الولايات المتحدة الأمريكية,(+1) 361-578-2704,NA
VCV,VCT,Southern California Logistics Airport,"","",,,
VDA,VDA,Ovda Airport,"","",أوفدا، إسرائيل,NA,NA
VDC,PVH,Vitria Da Conquista Airport,"","",,,
VDE,VDE,Hierro Airport,"","",,,
VDH,MFM,Dong Hoi Airport,"","",,,
VDM,VDM,Gobernador Castello Airport,"","",,,
VDS,VDS,Vads Airport,"","",,,
VDZ,VDZ,Valdez Airport,"","",300 طريق المطار، فالديز، ألاسكا 99686، الولايات المتحدة الأمريكية,(+1) 907-835-5658,NA
VEE,"","","","","","",""
VEL,VEL,Vernal Regional Airport,"","",825 إس 500 إي، فيرنال، يوتا 84078، الولايات المتحدة الأمريكية,(+1) 435-789-3400,NA
VER,VER,General Heriberto Jara International Airport,"","",طريق فيراكروز السريع - خالابا كم. 13.5، لاس باخاداس، 91698 إيرويكا فيراكروز، جادة فيراكروز، المكسيك,(+52) 229 934 9008,NA
VFA,VFA,Victoria Falls Airport,"","",أ8، زيمبابوي,NA,NA
VGA,VGA,Vijayawada Airport,"","",مدير المطار، هيئة المطارات في الهند، - فيجاياوادا، جانافارام-521102، منطقة كريشنا (أندهارا باراديش),91-8676-252729,apd_vobz@aai.aero
VGO,VGO,Vigo-peinador Airport,"","",أبدو. دي كوريوس 1553، 36200 فيجو، أسبانيا,(+34) 902 40 47 04,CoordinacionVGO@aena.es
VGZ,"","","","","","",""
VHC,"","","","","","",""
VHM,VHM,Vilhelmina Airport,"","",,,
VHV,"","","","","","",""
VHZ,RFP,Vahitahi Airport,"","",,,
VIE,VIE,Vienna International Airport,"","",-فيينا الدولي، 1300، النمسا,(+43) 1 70070,NA
VIF,"","","","","","",""
VIG,VLN,Juan Pablo Pcrez Alfonso Airport,"","",,,
VII,VII,Vinh Airport,"","",,,
VIJ,VIJ,Virgin Gorda Airport,"","",,,
VIL,VIL,Dakhla Airport,"","",,,
VIR,DUR,Virginia Airport,"","",شارع المطار، دوربان نورث 4051، جنوب أفريقيا,(+27) 31 563 7101,NA
VIT,VIT,Vitoria-foronda Airport,"","",,,
VIX,VIX,Eurico De Aguiar Salles Airport,"","",جادة فرناندو فيراري، 3800 - غويي بيرز، فيتوريا -اسبيريتو سانتو، 29075920، البرازيل,(+55) 27 3235-6300,NA
VKG,VKG,Rach Gia Airport,"","",,,
VKO,MOW,Vnukovo International Airport,"","",فنوكوفو، مدينة موسكو، روسيا,(+7) 495 937-55-55,NA
VKT,VKT,Vorkuta Airport,"","",,,
VLC,VLC,Valencia Airport,"","",طريق المطار السريع ، شمال/جنوب ، 46940 مانيسيس، فالنسيا، اسبانيا,(+34) 902 40 47 04,vlc_informacion@aena.es
VLD,VLD,Valdosta Regional Airport,"","",1750 طريق المطار، فلدوستا، جورجيا 31601، الولايات المتحدة الأمريكية,(+1) 229-333-1833,NA
VLI,VLI,Bauerfield International Airport,"","",بورت فيلا، فانواتو,NA,NA
VLL,VLL,Valladolid Airport,"","",,,
VLN,VLN,Arturo Michelena International Airport,"","",فالنسيا، فنزويلا ,NA,NA
VLS,VLS,Valesdir Airport,"","",,,
VLV,VLV,Dr Antonio Nicols Briceo Airport,"","",,,
VNO,VNO,Vilnius Airport,"","",طريق رادونيوس 10أ، ليتوانيا-02189 فيلنيوس، ليتوانيا,(+370) 5 230 6666,airport@vno.lt
VNS,VNS,Lal Bahadur Shastri Airport,"","",مدير المطار، هيئة المطارات الهندية، -لال بهادور شاستري باباتبور، فاراناسي - 221006 (أوتار براديش),91-542-2622155,apdvns@aai.aero
VNX,VNX,Vilankulo Airport,"","",,,
VOG,VOG,Volgograd International Airport,"","",,,
VOL,VOL,Nea Anchialos Airport,"","",,,
VOZ,VOZ,Voronezh International Airport,"","",,,
VPE,"","","","","","",""
VPG,"","","","","","",""
VPS,VPS,Northwest Florida Regional Airport,"","",1701 فلوريدا 85، ايجلين أي. إف. بي، فلوريدا 32542، الولايات المتحدة الأمريكية,(+1) 850-651-7160,NA
VPY,VPY,Chimoio Airport,"","",,,
VQS,VQS,Antonio Rivera Rodriguez Airport,"","",,,
VRA,VRA,Juan Gualberto Gomez International Airport,"","",,,
VRB,"","","","","","",""
VRC,VRC,Virac Airport,"","",,,
VRN,VRN,Verona Villafranca Airport,"","",37066 كازيل فيرونا، إيطاليا,(+39) 045 809 5666,NA
VRY,"","","","","","",""
VSA,VSA,Carlos Rovirosa Pcrez International Airport,"","",,,
VST,"","","","","","",""
VTE,VTE,Wattay International Airport,"","",,,
VTU,"","","","","","",""
VTZ,VTZ,Vishakhapatnam Airport,"","",مدير المطار، هيئة المطارات في الهند، - فيساخاباتنام، فيساخاباتنام-530009 ( اندرا براديش),"91-891-2518960, 2010617, 2571500",apd_vizag@aai.aero
VUP,VUP,Alfonso Lpez Pumarejo Airport,"","",,,
VUS,"","","","","","",""
VUU,"","","","","","",""
VVC,VVC,Vanguardia Airport,"","",,,
VVI,VVI,Viru Viru International Airport,"","",,,
VVO,VVO,Vladivostok International Airport,"","",روسيا، بورت شارع ارتيم، 41,(423) 230-69-09,via@vvo.aero
VVZ,VVZ,Illizi Takhamalt Airport,"","",,,
VXC,VXC,Lichinga Airport,"","",,,
VXE,VXE,So Pedro Airport,"","",,,
VXO,VXO,Vxj Smland Airport,"","",35593 فاكسجو، السويد,(+46) 470 75 85 00,info@smalandairport.se
VYI,"","","","","","",""
WAA,ILI,Wales Airport,"","",,,
WAE,TUI,Wadi Al Dawasir Airport,"","",,,
WAG,WAG,Wanganui Airport,"","",,,
WAT,WAT,Waterford Airport,"","",,,
WAW,WAW,Warsaw Chopin Airport,"","",مكتب العلاقات العامة,(+48) 22 650 1016,pr@polish-airports.com
WBB,KDI,Stebbins Airport,"","",,,
WBM,RAB,Wapenamanda Airport,"","",,,
WBQ,"","","","","","",""
WDH,WDH,Hosea Kutako International Airport,"","",154 جادة الإندبندنت، سانلام سينتر، الطابق 5,(+264) 61 295 5600,hq@airports.com.na
WDS,"","","","","","",""
WEF,WEF,Weifang Airport,"","",,,
WEH,WEH,Weihai Airport,"","",,,
WEI,WEI,Weipa Airport,"","",,,
WGA,WGA,Wagga Wagga Airport,"","","""طريق دون كيندال",(+61) 1300 292 442,council@wagga.nsw.gov.au
WGP,"","","","","","",""
WIC,WIC,Wick Airport,"","",,,
WIL,NBO,Wilson Airport Kenya,"","",عقارات نيروبي الغربية، نيروبي، كينيا,"(+254) 020-822111, 6611000, 6612000",NA
WIN,"","","","","","",""
WJR,"","","","","","",""
WJU,WJU,Wonju Airport,"","",,,
WKJ,"","","","","","",""
WKK,WKK,Aleknagik - New Airport,"","",,,
WLE,"","","","","","",""
WLG,WLG,Wellington International Airport,"","",طريق ستيوارت داف ،رونغوتاي، ولينغتون 6022، نيوزيلندا,(+64) 4-385 5100,NA
WLH,WLH,Walaha Airport,"","",,,
WLK,SIT,Selawik Airport,"","",,,
WLP,"","","","","","",""
WLS,"","","","","","",""
WMB,"","","","","","",""
WMK,WKK,Meyers Chuck Seaplane Base,"","",,,
WMN,WMN,Maroantsetra Airport,"","",,,
WMO,WRG,White Mountain Airport,"","",,,
WMX,WMX,Wamena Airport,"","",,,
WNA,"","","","","","",""
WNH,"","","","","","",""
WNN,WNN,Wunnumin Lake Airport,"","",,,
WNP,WNP,Naga Airport,"","",,,
WNR,"","","","","","",""
WNZ,WNZ,Wenzhou Yongqiang Airport,"","",,,
WRE,WRE,Whangarei Airport,"","",,,
WRG,WRG,Wrangell Airport,"","",,,
WRL,WRL,Worland Municipal Airport,"","",1438 طريق المطار، من ورلاند، وايومنغ 82401، الولايات المتحدة الأمريكية,(+1) 307-347-8977,worlandairport@rtconnect.net
WRO,WRO,Wrocaw-copernicus Airport,"","",جرانيتشنا 190، 54-530 بروتسواف، بولندا,(+48) 71 358 11 00,airport@airport.wroclaw.pl
WRY,"","","","","","",""
WSN,AET,South Naknek Nr 2 Airport,"","",,,
WSX,"","","","","","",""
WSZ,WSZ,Westport Airport,"","",,,
WTB,"","","","","","",""
WTK,WTK,Noatak Airport,"","",,,
WTL,WKK,Tuntutuliak Airport,"","",,,
WUA,TGO,Wuhai Airport,"","",,,
WUH,WUH,Wuhan Tianhe International Airport,"","",,,
WUS,WUS,Nanping Wuyishan Airport,"","",,,
WUT,"","","","","","",""
WUX,WUX,Sunan Shuofang International Airport,"","",,,
WUZ,WUZ,Changzhoudao Airport,"","",,,
WVB,WVB,Walvis Bay Airport,"","",,,
WWK,WWK,Wewak International Airport,"","",,,
WWP,WKK,North Whale Seaplane Base,"","",,,
WWT,SIN,Newtok Seaplane Base,"","",,,
WXN,WXN,Wanxian Airport,"","",,,
WYA,"","","","","","",""
WYS,WST,Yellowstone Airport,"","",,,
XAP,XAP,Chapec Airport,"","",,,
XBE,XBE,Bearskin Lake Airport,"","",,,
XBJ,XBJ,Birjand Airport,"","",,,
XCH,XCH,Christmas Island Airport,"","",,,
XCR,PAR,Chlons Vatry Airport,"","",طريق لويس بلايريو، 51320 بوسي-ليتري، فرنسا,(+33) 3 26 64 82 00,casa@parisvatry.com
XEQ,"","","","","","",""
XFN,XFN,Xiangfan Airport,"","",,,
XFW,HAM,Hamburg Finkenwerder Airport,"","",كريتسلاغ 10، 21129 هامبورج، ألمانيا,(+49) 40 74370,NA
XGR,XGR,Kangiqsualujjuaq Georges River Airport,"","",,,
XIC,XIC,Xichang Qingshan Airport,"","",,,
XIL,XIL,Xilinhot Airport,"","",,,
XIQ,JGO,Ilimanaq Heliport,"","",,,
XIY,XIY,Xian Xianyang International Airport,"","",,,
XJD,DOH,Al Udeid Air Base,"","",,,
XKH,XKH,Xieng Khouang Airport,"","",,,
XKS,XKS,Kasabonika Airport,"","",,,
XLB,"","","","","","",""
XMH,XMH,Manihi Airport,"","",,,
XMN,XMN,Xiamen Gaoqi International Airport,"","",الصين، منطقة حولي، مدينة شيامن، مقاطعة فوجيان، طريق اكسيانجيون,(+86) 59296363,NA
XNA,XNA,Northwest Arkansas Regional Airport,"","",,,
XNB,"","","","","","",""
XNN,XNN,Xining Caojiabu Airport,"","",,,
XQP,XQP,Quepos Managua Airport,"","",,,
XQU,"","","","","","",""
XRY,XRY,Jerez Airport,"","",كاريتيرا الأندلس، كم. 628.5، 11401 خيريز دي لا فاونتيرا، كيديز، قادس، اسبانيا,(+34) 956 15 00 00,infofgl@aena.es
XSB,"","","","","","",""
XSC,XSC,South Caicos Airport,"","",ساوث كايكوس وإيست كايكوس، جزيرتي توركس وكايكوس,NA,NA
XSI,"","","","","","",""
XTG,"","","","","","",""
XTL,"","","","","","",""
XUZ,XUZ,Xuzhou Guanyin Airport,"","",,,
YAA,YAA,Anahim Lake Airport,"","",,,
YAB,"","","","","","",""
YAC,YAC,Cat Lake Airport,"","",,,
YAG,YAG,Fort Frances Municipal Airport,"","",1300 طريق فروغ كريك، نهر رايني، أونتاريو P9A 3M2، كندا,(+1) 807-274-3930,NA
YAK,YAK,Yakutat Airport,"","",1 طريق المطار، ياكوتات، ألاسكا 99689، الولايات المتحدة الأمريكية,(+1) 907-784-3476,NA
YAM,YAM,Sault Ste Marie Airport,"","",475 طريق المطار، ساولت سانت ماري، أونتاريو P6A 5K6، كندا,(+1) 705-779-3031,"bost@saultairport.com, degasparroj@saultairport.com, bresnahanj@saultairport.com, letangd@saultairport.com, sicolyt@saultairport.com"
YAP,YAP,Yap International Airport,"","",,,
YAT,YAT,Attawapiskat Airport,"","",,,
YAX,YAX,Wapekeka Airport,"","",,,
YAY,YAY,St Anthony Airport,"","",,,
YAZ,"","","","","","",""
YBB,YBB,Kugaaruk Airport,"","",,,
YBC,YBC,Baie-comeau Airport,"","",طري المطار 1، باي-كومو، كيبيك G5C 2S6، كندا,(+1) 418-589-8285,info@bonjourquebec.com
YBG,YBG,Canadian Forces Base Cfb Bagotville,"","",7000 طريق المطار1، لا باي، كيبيك G7B 0E4، كندا,(+1) 418-677-2651,NA
YBK,YBK,Baker Lake Airport,"","",,,
YBL,YBL,Campbell River Airport,"","",2000 الطريق السريع جوبيلي، نهر كامبل، كولومبيا البريطانية V9H 1T5، كندا,(+1) 250-923-5012,Tyler.Massee@CampbellRiver.ca
YBP,YBP,Yibin Caiba Airport,"","",,,
YBR,YBR,Brandon Municipal Airport,"","",,,
YBT,"","","","","","",""
YBV,YBR,Berens River Airport,"","",,,
YBX,YBX,Lourdes De Blanc Sablon Airport,"","",,,
YCB,YCB,Cambridge Bay Airport,"","",,,
YCD,YCD,Nanaimo Airport,"","",3350 طريق سبيتفير، كاسيدي، ;بريتش كولومبيا في V0R 1H0، كندا,(+1) 250-924-2157,NA
YCG,YCG,West Kootenay Regional Airport,"","",كاستلغار، كولومبيا البريطانية في V1N 4M5، كندا,(+1) 250-365-5151,NA
YCK,"","","","","","",""
YCL,YCG,Charlo Airport,"","",,,
YCO,YCO,Kugluktuk Airport,"","",,,
YCR,"","","","","","",""
YCS,YCS,Chesterfield Inlet Airport,"","",,,
YCU,XIL,Yuncheng Guangong Airport,"","",,,
YCY,YCY,Clyde River Airport,"","",,,
YDA,"","","","","","",""
YDF,YDF,Deer Lake Airport,"","",,,
YDP,YDP,Nain Airport,"","",,,
YDQ,YDQ,Dawson Creek Airport,"","",,,
YEG,YEG,Edmonton International Airport,"","",,,
YEI,YEI,Bursa Yeniehir Airport,"","",,,
YEK,YEK,Arviat Airport,"","",,,
YER,YER,Fort Severn Airport,"","",,,
YEV,YEV,Inuvik Mike Zubko Airport,"","",إنوفيك، الأقاليم الشمالية الغربية X0E 0T0، كندا ,(+1) 867 777-2761,sales@a-zgroup.com
YFA,YFA,Fort Albany Airport,"","",,,
YFB,YFB,Iqaluit Airport,"","",,,
YFC,YFC,Fredericton International Airport,"","",2570 الطريق 102 السريع، لينكولن، نيو برونزويك E3B 9G1، كندا,(+1) 506-460-0920,NA
YFH,YFH,Fort Hope Airport,"","",,,
YFJ,"","","","","","",""
YFO,YFO,Flin Flon Airport,"","",,,
YFS,YFS,Fort Simpson Airport,"","",فورت سيمبسون، الأقاليم الشمالية الغربية، كندا,(+1) 867-695-2471,NA
YGB,"","","","","","",""
YGH,"","","","","","",""
YGJ,YGJ,Miho Yonago Airport,"","",,,
YGK,YGK,Kingston-norman Rogers Airport,"","",1114 طريق لين بيركال ، كينغستون، أونتاريو K7M 9A1، كندا,(+1) 613-389-6404,NA
YGL,YGL,La Grande Rivire Airport,"","",,,
YGO,"","","","","","",""
YGP,YGP,Gaspc Michel-pouliot Airport,"","",,,
YGR,YGR,Les-de-la-madeleine Airport,"","",1 - 210 طريق المطار، هافر أوكس مايزون، كيبيك G4T 5L2، كندا,(+1) 418-986-3785,NA
YGT,YGT,Igloolik Airport,"","",إغلوليك، نونافوت، كندا,NA,NA
YGW,YGW,Kuujjuarapik Airport,"","",كوجوارابيك، كيبيك J0M 1G0، كندا,(+1) 514 873-2015,NA
YGX,YGW,Gillam Airport,"","",,,
YGZ,YGZ,Grise Fiord Airport,"","",,,
YHD,YHD,Dryden Regional Airport,"","",1012 طريق المطار، درايدن، أونتاريو P0V 2J0، كندا,(+1) 807-937-4959,NA
YHI,YHI,Ulukhaktok-holman Airport,"","",أولوخاكتوك، الأقاليم الشمالية الغربية، كندا,(+1) 503.274.0938,"advertise@flightstats.com, us-sales@flightstats.com"
YHK,YHK,Gjoa Haven Airport,"","",,,
YHM,YTO,John C Munro Hamilton International Airport,"","",9300 طريق المطار، سويت 2206، جبل هوب، أونتاريو L0R 1W0,(+1) 905-679-1999 Ext. 260; 905-679-1999 Ext. 223,info@flyhamilton.ca
YHO,YHO,Hopedale Airport,"","",,,
YHP,YHP,Poplar Hill Airport,"","",,,
YHR,YHR,Chevery Airport,"","",,,
YHU,YMQ,Montreal-saint-hubert Airport,"","",5700 طريق المطار، لونجويل، كيبيك J3Y 8Y99، كندا,(+1) 450-678-6030,NA
YHY,YHY,Hay River-merlyn Carter Airport,"","",202 طريق المطار، هاي ريفر، الأقاليم الشمالية الغربية X0E 0R9، كندا,(+1) 867-874-2353,NA
YHZ,YHZ,Halifax Stanfield International Airport,"","",1امتداد شارع بيل، إنفيلد، نفوفا سكوشيا B2T 1K2، كندا,(+1) 902-873-4422,info@hiaa.ca
YIC,"","","","","","",""
YIE,"","","","","","",""
YIF,YIF,St Augustin Airport,"","",,,
YIH,YIH,Yichang Airport,"","",,,
YIK,YIK,Ivujivik Airport,"","",,,
YIN,YIN,Yining Airport,"","",,,
YIO,YIO,Pond Inlet Airport,"","",,,
YIV,"","","","","","",""
YIW,YIW,Yiwu Airport,"","",,,
YJT,YJT,Stephenville Airport,"","",,,
YKA,YKA,Kamloops Airport,"","",3035 طريق المطار، كاملوبس، كولومبيا البريطانية V2B 7X1، كندا,(+1) 250-376-3613,info@kamloopsairport.com
YKF,YTO,Region Of Waterloo International Airport,"","",1- 4881 شارع فاونتن نورث، بريسلاو، أونتاريو، N0B 1M0,(+1) 519-648-2256,airport@regionofwaterloo.ca
YKG,YKG,Kangirsuk Airport,"","",,,
YKH,"","","","","","",""
YKL,YKL,Schefferville Airport,"","",,,
YKM,YKM,Yakima Air Terminal - Mcallister Field Airport,"","",2400 دبليو واشنطن افي، ياكيما، واشنطن 98903، الولايات المتحدة الأمريكية,(+1) 509-575-6149,kris.yalovich@yakimaairterminal.com
YKO,"","","","","","",""
YKQ,YKQ,Waskaganish Airport,"","",,,
YKS,YKS,Yakutsk Airport,"","",,,
YKU,YKU,Chisasibi Airport,"","",,,
YLC,YLC,Kimmirut Airport,"","",,,
YLE,YCK,What Airport,"","",,,
YLH,YLH,Lansdowne House Airport,"","",,,
YLL,YLL,Lloydminster Airport,"","",,,
YLW,YLW,Kelowna International Airport,"","",طريق المطار 5533 ، كيلونا، بريتيش كولومبيا V1V 1S1، كندا,(+1) 250-765-5125,airport@kelowna.ca
YMK,SLY,Mys Kamenny Airport,"","",,,
YMM,YMM,Fort Mcmurray Airport,"","",,,
YMN,YMN,Makkovik Airport,"","",,,
YMO,YMO,Moosonee Airport,"","",1 طريق المطار، موسوني، أونتاريو P0L 1Y0، كندا,(+1) 705-336-2731,NA
YMT,YMT,Chibougamau-chapais Airport,"","",10 طريق المطار، شيبوغامو، G8P 2K5، كندا,(+1) 418-748-2211,NA
YNA,YNA,Natashquan Airport,"","",,,
YNB,YNB,Yenbo Airport,"","",,,
YNC,YNC,Wemindji Airport,"","",,,
YNE,"","","","","","",""
YNJ,YNJ,Yanji Chaoyangchuan Airport,"","",,,
YNO,YNO,North Spirit Lake Airport,"","",,,
YNP,"","","","","","",""
YNS,YNS,Nemiscau Airport,"","",,,
YNT,YNT,Yantai Laishan Airport,"","",,,
YNZ,YNZ,Yancheng Airport,"","",,,
YOC,"","","","","","",""
YOH,"","","","","","",""
YOJ,YOJ,High Level Airport,"","",10511 103 شارع، هاي ليفل، ألبرتا، كندا,(+1) 780-926-3659,town@highlevel.ca
YOL,YOL,Yola Airport,"","",,,
YOP,YOP,Rainbow Lake Airport,"","",65 طريق إمبيريال، رينبو ليك، ألبرتا T0H 2Y0، كندا,(+1) 780-956-3900,BLangford@mhllp.ca
YOW,YOW,Ottawa Macdonald-cartier International Airport,"","",قطاع طريق المطار السريع 1000 ، أوتاوا، أونتاريو K1V 9B4، كندا,(+1) 613-248-2125,NA
YPB,"","","","","","",""
YPC,YPC,Paulatuk Nora Aliqatchialuk Ruben Airport,"","",,,
YPH,YPH,Inukjuak Airport,"","",,,
YPJ,YPJ,Aupaluk Airport,"","",,,
YPL,YPL,Pickle Lake Airport,"","",,,
YPM,YPM,Pikangikum Airport,"","",,,
YPO,YPO,Peawanuck Airport,"","",,,
YPR,YPR,Prince Rupert Airport,"","",برنس روبرت، كولومبيا البريطانية V8J 3S3، كندا,(+1) 250-624-6274,airport@halfmoon.ca
YPW,YPW,Powell River Airport,"","",نهر باول، كولومبيا البريطانية في V8A 1W7، كندا,NA,NA
YPX,YPX,Puvirnituq Airport,"","",كندا ,(+1) 819-988-1530,NA
YPY,"","","","","","",""
YQB,YQB,Qubec City Jean Lesage International Airport,"","",505 طريق البلدية، مدينة كيبيك، كيبيك G2G 0J4، كندا,(+1) 418-640-3300,NA
YQC,YQC,Quaqtaq Airport,"","",كاقاتاك، كيبيك، كندا,(+1) 819-492-9915,NA
YQD,YQD,The Pas Airport,"","",باس، مانيتوبا R9A 1K8، كندا,(+1) 204-624-5233,NA
YQF,YQF,Red Deer Regional Airport,"","",,,
YQG,YQG,Windsor Airport,"","",يونيت #200 3200 شارع المقاطعة 42، وندسور، أونتاريو، كندا، N8V 0A1,(+1) 519 969-2430,info@yqg.ca
YQK,YQK,Kenora Airport,"","",1561 طريق المطار، كينورا، أونتاريو P9N 0A7، كندا,(+1) 807-548-5377,kairport@kmts.ca
YQL,YQL,Lethbridge Airport,"","",417 طريق ستاب روس، ليثبريدج، ألبرتا T1K 7N3، كندا,(+1) 403-329-4466,NA
YQM,YQM,Greater Moncton International Airport,"","",777 جادة إيفييشن، دييب، نيو برونزويك E1A 7Z5، كندا,(+1) 506-856-5444,office@cyqm.ca
YQQ,YQQ,Cfb Comox Airport,"","","""1250 طريق نايت، كوموكس",(+1) 250-890-0829,NA
YQR,YQR,Regina International Airport,"","",الجادة 5201 ريجينا ، ريجينا، ساسكاتشوان S4W 1B1، كندا,(+1) 306-761-7555,comments@yqr.ca
YQT,YQT,Thunder Bay International Airport,"","",340100 شارع برينسس، خليج ثاندر، أونتاريو، P7E 6S2,(+1) 807 473-2600,margaret@tbairport.on.ca
YQU,YQU,Grande Prairie Airport,"","",10610 إيربورت دي.ار.، غراندي بريري، ألبرتا T8V 7Z5، كندا,(+1) 780-539-5270,info@grandeprairieairport.com
YQX,YQX,Gander International Airport,"","",1000 جادة جيمس، غندر، نيوفاوندلاند ولابرادور A1V 1W8، كندا,(+1) 709-256-6666,marketing@giaa.nf.ca
YQY,YQY,Sydney-ja Douglas Mccurdy Airport,"","",280 طريق سيلفر دارت، سيدني، نفوفا سكوشيا B1M 1B8، كندا,"(+1)-564-7720,902-564-5724,902-565-3795,902-564-7722, 902-564-7723,902-539-2869",NA
YQZ,YQZ,Quesnel Airport,"","",700 طريق المطار، كويسنيل، كولومبيا البريطانية V2J 6W6، كندا,(+1) 250-992-2208,cityhall@quesnel.ca
YRA,YQZ,Rae Lakes Airport,"","",,,
YRB,YRB,Resolute Bay Airport,"","",ريسولوت، نونافوت، كندا,NA,NA
YRG,YRG,Rigolet Airport,"","",,,
YRL,YRL,Red Lake Airport,"","",2508 أونتاريو 125، بحيرة ريد، أونتاريو P0V 1L0، كندا,(+1) 807-662-2581,airport@red-lake.com
YRS,"","","","","","",""
YRT,YRT,Rankin Inlet Airport,"","",,,
YSB,YSB,Sudbury Airport,"","",5000 إير تريمنال درايف، جناح تي.202، غارسون، أونتاريو P3L 1V4,(+1) 705-693-2514,airport@flysudbury.ca
YSG,YSG,Lutselke Airport,"","",,,
YSJ,YSJ,Saint John Airport,"","",4180 طريق لوك لومون، سانت جون، نيو برونزويك E2N 1L7، كندا,(+1) 506-638-5555,fly@sjairport.ca
YSK,YSK,Sanikiluaq Airport,"","",,,
YSM,YSM,Fort Smith Airport,"","",ماكدوغال طريق، فورت سميث، الأقاليم الشمالية الغربية X0E 0P0، كندا,(+1) 867-872-2007,NA
YSO,"","","","","","",""
YST,"","","","","","",""
YSY,YSY,Sachs Harbour David Nasogaluak Jr Saaryuaq Airport,"","",,,
YTE,YTE,Cape Dorset Airport,"","",,,
YTH,YTH,Thompson Airport,"","",,,
YTL,YTL,Big Trout Lake Airport,"","",,,
YTM,"","","","","","",""
YTQ,YTQ,Tasiujaq Airport,"","",,,
YTS,YTS,Timmins-victor M Power Airport,"","",220 جادة ألغونكوين إيست، تيمينز، أونتاريو P4N 1B3,(+1) 705 264-1331,airport@timmins.ca
YTY,"","","","","","",""
YTZ,YTO,Billy Bishop Toronto City Airport,"","",60 شارع هاربر، تورونتو، أونتاريو، كندا، M5J 1B7,(+1) 416-863-2000,NA
YUB,YUB,Tuktoyaktuk Airport,"","",,,
YUD,YUD,Umiujaq Airport,"","",,,
YUL,YMQ,Montreal-pierre Elliott Trudeau International Airport,"","",975 جادة روميو-فاشون إن، دورفال، كيبيك H4Y 1H1، كندا,(+1) 514-394-7377,NA
YUM,YUM,Yuma International Airport,"","",مطار يوما الدولي، 2191 إي شارع 32، سويت 218، يوما، أريزونا 85365، الولايات المتحدة الأمريكية,(+1) 928-726-5882,NA
YUS,JNZ,Yushu Batang Airport,"","",,,
YUT,YUT,Repulse Bay Airport,"","",,,
YUX,YUX,Hall Beach Airport,"","",,,
